RESIDENCIA/ORIGEN,Países,Viajeros y pernoctaciones,Periodo,Total,año,mes
América (sin EEUU),,Pernoctaciones,2025M01,663301,2025,1
América (sin EEUU),,Pernoctaciones,2024M12,597401,2024,12
América (sin EEUU),,Pernoctaciones,2024M11,726792,2024,11
América (sin EEUU),,Pernoctaciones,2024M10,1151690,2024,10
América (sin EEUU),,Pernoctaciones,2024M09,1231176,2024,9
América (sin EEUU),,Pernoctaciones,2024M08,1110025,2024,8
América (sin EEUU),,Pernoctaciones,2024M07,1239501,2024,7
América (sin EEUU),,Pernoctaciones,2024M06,1078862,2024,6
América (sin EEUU),,Pernoctaciones,2024M05,1154750,2024,5
América (sin EEUU),,Pernoctaciones,2024M04,869388,2024,4
América (sin EEUU),,Pernoctaciones,2024M03,795450,2024,3
América (sin EEUU),,Pernoctaciones,2024M02,598121,2024,2
América (sin EEUU),,Pernoctaciones,2024M01,651403,2024,1
América (sin EEUU),,Pernoctaciones,2023M12,584694,2023,12
América (sin EEUU),,Pernoctaciones,2023M11,689288,2023,11
América (sin EEUU),,Pernoctaciones,2023M10,1088466,2023,10
América (sin EEUU),,Pernoctaciones,2023M09,1151327,2023,9
América (sin EEUU),,Pernoctaciones,2023M08,1085803,2023,8
América (sin EEUU),,Pernoctaciones,2023M07,1153428,2023,7
América (sin EEUU),,Pernoctaciones,2023M06,1020623,2023,6
América (sin EEUU),,Pernoctaciones,2023M05,1080435,2023,5
América (sin EEUU),,Pernoctaciones,2023M04,859247,2023,4
América (sin EEUU),,Pernoctaciones,2023M03,628363,2023,3
América (sin EEUU),,Pernoctaciones,2023M02,508716,2023,2
América (sin EEUU),,Pernoctaciones,2023M01,572576,2023,1
América (sin EEUU),,Pernoctaciones,2022M12,508822,2022,12
América (sin EEUU),,Pernoctaciones,2022M11,589626,2022,11
América (sin EEUU),,Pernoctaciones,2022M10,937605,2022,10
América (sin EEUU),,Pernoctaciones,2022M09,1016207,2022,9
América (sin EEUU),,Pernoctaciones,2022M08,913442,2022,8
América (sin EEUU),,Pernoctaciones,2022M07,1002778,2022,7
América (sin EEUU),,Pernoctaciones,2022M06,910477,2022,6
América (sin EEUU),,Pernoctaciones,2022M05,843961,2022,5
América (sin EEUU),,Pernoctaciones,2022M04,675976,2022,4
América (sin EEUU),,Pernoctaciones,2022M03,489641,2022,3
América (sin EEUU),,Pernoctaciones,2022M02,356253,2022,2
América (sin EEUU),,Pernoctaciones,2022M01,403075,2022,1
América (sin EEUU),,Pernoctaciones,2021M12,396636,2021,12
América (sin EEUU),,Pernoctaciones,2021M11,432995,2021,11
América (sin EEUU),,Pernoctaciones,2021M10,530900,2021,10
América (sin EEUU),,Pernoctaciones,2021M09,477853,2021,9
América (sin EEUU),,Pernoctaciones,2021M08,402510,2021,8
América (sin EEUU),,Pernoctaciones,2021M07,359974,2021,7
América (sin EEUU),,Pernoctaciones,2021M06,186650,2021,6
América (sin EEUU),,Pernoctaciones,2021M05,109657,2021,5
América (sin EEUU),,Pernoctaciones,2021M04,79699,2021,4
América (sin EEUU),,Pernoctaciones,2021M03,75148,2021,3
América (sin EEUU),,Pernoctaciones,2021M02,61699,2021,2
América (sin EEUU),,Pernoctaciones,2021M01,64858,2021,1
Estados Unidos de América,,Viajero,2025M12,215129,2025,12
Estados Unidos de América,,Viajero,2025M11,309022,2025,11
Estados Unidos de América,,Viajero,2025M10,528617,2025,10
Estados Unidos de América,,Viajero,2025M09,557564,2025,9
Estados Unidos de América,,Viajero,2025M08,401766,2025,8
Estados Unidos de América,,Viajero,2025M07,504259,2025,7
Estados Unidos de América,,Viajero,2025M06,611508,2025,6
Estados Unidos de América,,Viajero,2025M05,555229,2025,5
Estados Unidos de América,,Viajero,2025M04,417218,2025,4
Estados Unidos de América,,Viajero,2025M03,321953,2025,3
Estados Unidos de América,,Viajero,2025M02,164262,2025,2
Estados Unidos de América,,Viajero,2025M01,160135,2025,1
Estados Unidos de América,,Viajero,2024M12,197039,2024,12
Estados Unidos de América,,Viajero,2024M11,282624,2024,11
Estados Unidos de América,,Viajero,2024M10,495221,2024,10
Estados Unidos de América,,Viajero,2024M09,514136,2024,9
Estados Unidos de América,,Viajero,2024M08,390344,2024,8
Estados Unidos de América,,Viajero,2024M07,489061,2024,7
Estados Unidos de América,,Viajero,2024M06,571681,2024,6
Estados Unidos de América,,Viajero,2024M05,548908,2024,5
Estados Unidos de América,,Viajero,2024M04,400853,2024,4
Estados Unidos de América,,Viajero,2024M03,313915,2024,3
Estados Unidos de América,,Viajero,2024M02,165964,2024,2
Estados Unidos de América,,Viajero,2024M01,153304,2024,1
Estados Unidos de América,,Viajero,2023M12,191388,2023,12
Estados Unidos de América,,Viajero,2023M11,250259,2023,11
Estados Unidos de América,,Viajero,2023M10,448050,2023,10
Estados Unidos de América,,Viajero,2023M09,467826,2023,9
Estados Unidos de América,,Viajero,2023M08,338032,2023,8
Estados Unidos de América,,Viajero,2023M07,444443,2023,7
Estados Unidos de América,,Viajero,2023M06,501977,2023,6
Estados Unidos de América,,Viajero,2023M05,455864,2023,5
Estados Unidos de América,,Viajero,2023M04,335189,2023,4
Estados Unidos de América,,Viajero,2023M03,265869,2023,3
Estados Unidos de América,,Viajero,2023M02,131354,2023,2
Estados Unidos de América,,Viajero,2023M01,122304,2023,1
Estados Unidos de América,,Viajero,2022M12,156109,2022,12
Estados Unidos de América,,Viajero,2022M11,196609,2022,11
Estados Unidos de América,,Viajero,2022M10,363053,2022,10
Estados Unidos de América,,Viajero,2022M09,392915,2022,9
Estados Unidos de América,,Viajero,2022M08,260354,2022,8
Estados Unidos de América,,Viajero,2022M07,393819,2022,7
Estados Unidos de América,,Viajero,2022M06,437326,2022,6
Estados Unidos de América,,Viajero,2022M05,361833,2022,5
Estados Unidos de América,,Viajero,2022M04,222759,2022,4
Estados Unidos de América,,Viajero,2022M03,160667,2022,3
Estados Unidos de América,,Viajero,2022M02,72380,2022,2
Estados Unidos de América,,Viajero,2022M01,59962,2022,1
Estados Unidos de América,,Viajero,2021M12,98448,2021,12
Estados Unidos de América,,Viajero,2021M11,113376,2021,11
Estados Unidos de América,,Viajero,2021M10,162385,2021,10
Estados Unidos de América,,Viajero,2021M09,154653,2021,9
Estados Unidos de América,,Viajero,2021M08,127577,2021,8
Estados Unidos de América,,Viajero,2021M07,126195,2021,7
Estados Unidos de América,,Viajero,2021M06,47194,2021,6
Estados Unidos de América,,Viajero,2021M05,16093,2021,5
Estados Unidos de América,,Viajero,2021M04,8641,2021,4
Estados Unidos de América,,Viajero,2021M03,6961,2021,3
Estados Unidos de América,,Viajero,2021M02,5009,2021,2
Estados Unidos de América,,Viajero,2021M01,5312,2021,1
Estados Unidos de América,,Pernoctaciones,2025M12,518014,2025,12
Estados Unidos de América,,Pernoctaciones,2025M11,739935,2025,11
Estados Unidos de América,,Pernoctaciones,2025M10,1196222,2025,10
Estados Unidos de América,,Pernoctaciones,2025M09,1256287,2025,9
Estados Unidos de América,,Pernoctaciones,2025M08,969421,2025,8
Estados Unidos de América,,Pernoctaciones,2025M07,1214183,2025,7
Estados Unidos de América,,Pernoctaciones,2025M06,1391844,2025,6
Estados Unidos de América,,Pernoctaciones,2025M05,1242314,2025,5
Estados Unidos de América,,Pernoctaciones,2025M04,975910,2025,4
Estados Unidos de América,,Pernoctaciones,2025M03,775043,2025,3
Estados Unidos de América,,Pernoctaciones,2025M02,415090,2025,2
Estados Unidos de América,,Pernoctaciones,2025M01,418695,2025,1
Estados Unidos de América,,Pernoctaciones,2024M12,488580,2024,12
Estados Unidos de América,,Pernoctaciones,2024M11,679941,2024,11
Estados Unidos de América,,Pernoctaciones,2024M10,1126877,2024,10
Estados Unidos de América,,Pernoctaciones,2024M09,1176953,2024,9
Estados Unidos de América,,Pernoctaciones,2024M08,936141,2024,8
Estados Unidos de América,,Pernoctaciones,2024M07,1204142,2024,7
Estados Unidos de América,,Pernoctaciones,2024M06,1334877,2024,6
Estados Unidos de América,,Pernoctaciones,2024M05,1235243,2024,5
Estados Unidos de América,,Pernoctaciones,2024M04,962398,2024,4
Estados Unidos de América,,Pernoctaciones,2024M03,799937,2024,3
Estados Unidos de América,,Pernoctaciones,2024M02,428198,2024,2
Estados Unidos de América,,Pernoctaciones,2024M01,388082,2024,1
Estados Unidos de América,,Pernoctaciones,2023M12,472389,2023,12
Estados Unidos de América,,Pernoctaciones,2023M11,628841,2023,11
Estados Unidos de América,,Pernoctaciones,2023M10,1044392,2023,10
Estados Unidos de América,,Pernoctaciones,2023M09,1075129,2023,9
Estados Unidos de América,,Pernoctaciones,2023M08,814906,2023,8
Estados Unidos de América,,Pernoctaciones,2023M07,1101227,2023,7
Estados Unidos de América,,Pernoctaciones,2023M06,1155467,2023,6
Estados Unidos de América,,Pernoctaciones,2023M05,1027692,2023,5
Estados Unidos de América,,Pernoctaciones,2023M04,808101,2023,4
Estados Unidos de América,,Pernoctaciones,2023M03,666163,2023,3
Estados Unidos de América,,Pernoctaciones,2023M02,348808,2023,2
Estados Unidos de América,,Pernoctaciones,2023M01,324555,2023,1
Estados Unidos de América,,Pernoctaciones,2022M12,394602,2022,12
Estados Unidos de América,,Pernoctaciones,2022M11,487522,2022,11
Estados Unidos de América,,Pernoctaciones,2022M10,833401,2022,10
Estados Unidos de América,,Pernoctaciones,2022M09,890838,2022,9
Estados Unidos de América,,Pernoctaciones,2022M08,645375,2022,8
Estados Unidos de América,,Pernoctaciones,2022M07,961715,2022,7
Estados Unidos de América,,Pernoctaciones,2022M06,1022960,2022,6
Estados Unidos de América,,Pernoctaciones,2022M05,838841,2022,5
Estados Unidos de América,,Pernoctaciones,2022M04,536732,2022,4
Estados Unidos de América,,Pernoctaciones,2022M03,415119,2022,3
Estados Unidos de América,,Pernoctaciones,2022M02,187273,2022,2
Estados Unidos de América,,Pernoctaciones,2022M01,159410,2022,1
Estados Unidos de América,,Pernoctaciones,2021M12,249341,2021,12
Estados Unidos de América,,Pernoctaciones,2021M11,278431,2021,11
Estados Unidos de América,,Pernoctaciones,2021M10,386251,2021,10
Estados Unidos de América,,Pernoctaciones,2021M09,366025,2021,9
Estados Unidos de América,,Pernoctaciones,2021M08,321528,2021,8
Estados Unidos de América,,Pernoctaciones,2021M07,308880,2021,7
Estados Unidos de América,,Pernoctaciones,2021M06,117437,2021,6
Estados Unidos de América,,Pernoctaciones,2021M05,44329,2021,5
Estados Unidos de América,,Pernoctaciones,2021M04,28215,2021,4
Estados Unidos de América,,Pernoctaciones,2021M03,25756,2021,3
Estados Unidos de América,,Pernoctaciones,2021M02,18506,2021,2
Estados Unidos de América,,Pernoctaciones,2021M01,19101,2021,1
Japón,,Viajero,2025M12,34863,2025,12
Japón,,Viajero,2025M11,35390,2025,11
Japón,,Viajero,2025M10,42054,2025,10
Japón,,Viajero,2025M09,43638,2025,9
Japón,,Viajero,2025M08,36791,2025,8
Japón,,Viajero,2025M07,29381,2025,7
Japón,,Viajero,2025M06,38240,2025,6
Japón,,Viajero,2025M05,38997,2025,5
Japón,,Viajero,2025M04,33601,2025,4
Japón,,Viajero,2025M03,39888,2025,3
Japón,,Viajero,2025M02,37168,2025,2
Japón,,Viajero,2025M01,28710,2025,1
Japón,,Viajero,2024M12,32495,2024,12
Japón,,Viajero,2024M11,31748,2024,11
Japón,,Viajero,2024M10,38081,2024,10
Japón,,Viajero,2024M09,38963,2024,9
Japón,,Viajero,2024M08,33221,2024,8
Japón,,Viajero,2024M07,27217,2024,7
Japón,,Viajero,2024M06,37250,2024,6
Japón,,Viajero,2024M05,37934,2024,5
Japón,,Viajero,2024M04,32947,2024,4
Japón,,Viajero,2024M03,32813,2024,3
Japón,,Viajero,2024M02,31851,2024,2
Japón,,Viajero,2024M01,24668,2024,1
Japón,,Viajero,2023M12,26533,2023,12
Japón,,Viajero,2023M11,28743,2023,11
Japón,,Viajero,2023M10,34799,2023,10
Japón,,Viajero,2023M09,35613,2023,9
Japón,,Viajero,2023M08,26360,2023,8
Japón,,Viajero,2023M07,22657,2023,7
Japón,,Viajero,2023M06,26099,2023,6
Japón,,Viajero,2023M05,26989,2023,5
Japón,,Viajero,2023M04,21464,2023,4
Japón,,Viajero,2023M03,21131,2023,3
Japón,,Viajero,2023M02,19051,2023,2
Japón,,Viajero,2023M01,13433,2023,1
Japón,,Viajero,2022M12,13261,2022,12
Japón,,Viajero,2022M11,13423,2022,11
Japón,,Viajero,2022M10,16157,2022,10
Japón,,Viajero,2022M09,14129,2022,9
Japón,,Viajero,2022M08,11942,2022,8
Japón,,Viajero,2022M07,10452,2022,7
Japón,,Viajero,2022M06,11087,2022,6
Japón,,Viajero,2022M05,8241,2022,5
Japón,,Viajero,2022M04,7907,2022,4
Japón,,Viajero,2022M03,4861,2022,3
Japón,,Viajero,2022M02,3890,2022,2
Japón,,Viajero,2022M01,2189,2022,1
Japón,,Viajero,2021M12,4769,2021,12
Japón,,Viajero,2021M11,3756,2021,11
Japón,,Viajero,2021M10,3864,2021,10
Japón,,Viajero,2021M09,3867,2021,9
Japón,,Viajero,2021M08,3992,2021,8
Japón,,Viajero,2021M07,2893,2021,7
Japón,,Viajero,2021M06,1709,2021,6
Japón,,Viajero,2021M05,1159,2021,5
Japón,,Viajero,2021M04,895,2021,4
Japón,,Viajero,2021M03,594,2021,3
Japón,,Viajero,2021M02,475,2021,2
Japón,,Viajero,2021M01,498,2021,1
Japón,,Pernoctaciones,2025M12,76303,2025,12
Japón,,Pernoctaciones,2025M11,69330,2025,11
Japón,,Pernoctaciones,2025M10,83881,2025,10
Japón,,Pernoctaciones,2025M09,90489,2025,9
Japón,,Pernoctaciones,2025M08,77184,2025,8
Japón,,Pernoctaciones,2025M07,60914,2025,7
Japón,,Pernoctaciones,2025M06,76503,2025,6
Japón,,Pernoctaciones,2025M05,76003,2025,5
Japón,,Pernoctaciones,2025M04,59838,2025,4
Japón,,Pernoctaciones,2025M03,84397,2025,3
Japón,,Pernoctaciones,2025M02,75975,2025,2
Japón,,Pernoctaciones,2025M01,59948,2025,1
Japón,,Pernoctaciones,2024M12,66849,2024,12
Japón,,Pernoctaciones,2024M11,62103,2024,11
Japón,,Pernoctaciones,2024M10,72687,2024,10
Japón,,Pernoctaciones,2024M09,80798,2024,9
Japón,,Pernoctaciones,2024M08,67038,2024,8
Japón,,Pernoctaciones,2024M07,56999,2024,7
Japón,,Pernoctaciones,2024M06,71862,2024,6
Japón,,Pernoctaciones,2024M05,73489,2024,5
Japón,,Pernoctaciones,2024M04,65484,2024,4
Japón,,Pernoctaciones,2024M03,70076,2024,3
Japón,,Pernoctaciones,2024M02,67149,2024,2
Japón,,Pernoctaciones,2024M01,48896,2024,1
Japón,,Pernoctaciones,2023M12,54371,2023,12
Japón,,Pernoctaciones,2023M11,58834,2023,11
Japón,,Pernoctaciones,2023M10,68240,2023,10
Japón,,Pernoctaciones,2023M09,74408,2023,9
Japón,,Pernoctaciones,2023M08,57167,2023,8
Japón,,Pernoctaciones,2023M07,48075,2023,7
Japón,,Pernoctaciones,2023M06,50878,2023,6
Japón,,Pernoctaciones,2023M05,52327,2023,5
Japón,,Pernoctaciones,2023M04,46060,2023,4
Japón,,Pernoctaciones,2023M03,43846,2023,3
Japón,,Pernoctaciones,2023M02,41741,2023,2
Japón,,Pernoctaciones,2023M01,28375,2023,1
Japón,,Pernoctaciones,2022M12,27506,2022,12
Japón,,Pernoctaciones,2022M11,29125,2022,11
Japón,,Pernoctaciones,2022M10,33290,2022,10
Japón,,Pernoctaciones,2022M09,31807,2022,9
Japón,,Pernoctaciones,2022M08,29213,2022,8
Japón,,Pernoctaciones,2022M07,29439,2022,7
Japón,,Pernoctaciones,2022M06,24511,2022,6
Japón,,Pernoctaciones,2022M05,20421,2022,5
Japón,,Pernoctaciones,2022M04,20113,2022,4
Japón,,Pernoctaciones,2022M03,14146,2022,3
Japón,,Pernoctaciones,2022M02,9584,2022,2
Japón,,Pernoctaciones,2022M01,6372,2022,1
Japón,,Pernoctaciones,2021M12,12371,2021,12
Japón,,Pernoctaciones,2021M11,10486,2021,11
Japón,,Pernoctaciones,2021M10,9555,2021,10
Japón,,Pernoctaciones,2021M09,9442,2021,9
Japón,,Pernoctaciones,2021M08,11767,2021,8
Japón,,Pernoctaciones,2021M07,7906,2021,7
Japón,,Pernoctaciones,2021M06,4693,2021,6
Japón,,Pernoctaciones,2021M05,3920,2021,5
Japón,,Pernoctaciones,2021M04,2850,2021,4
Japón,,Pernoctaciones,2021M03,2318,2021,3
Japón,,Pernoctaciones,2021M02,1890,2021,2
Japón,,Pernoctaciones,2021M01,1345,2021,1
Asia (sin Japón),,Viajero,2025M12,,2025,12
Asia (sin Japón),,Viajero,2025M11,,2025,11
Asia (sin Japón),,Viajero,2025M10,,2025,10
Asia (sin Japón),,Viajero,2025M09,,2025,9
Asia (sin Japón),,Viajero,2025M08,,2025,8
Asia (sin Japón),,Viajero,2025M07,,2025,7
Asia (sin Japón),,Viajero,2025M06,,2025,6
Asia (sin Japón),,Viajero,2025M05,,2025,5
Asia (sin Japón),,Viajero,2025M04,,2025,4
Asia (sin Japón),,Viajero,2025M03,,2025,3
Asia (sin Japón),,Viajero,2025M02,,2025,2
Asia (sin Japón),,Viajero,2025M01,,2025,1
Asia (sin Japón),,Viajero,2024M12,,2024,12
Asia (sin Japón),,Viajero,2024M11,,2024,11
Asia (sin Japón),,Viajero,2024M10,,2024,10
Asia (sin Japón),,Viajero,2024M09,,2024,9
Asia (sin Japón),,Viajero,2024M08,,2024,8
Asia (sin Japón),,Viajero,2024M07,,2024,7
Asia (sin Japón),,Viajero,2024M06,,2024,6
Asia (sin Japón),,Viajero,2024M05,,2024,5
Asia (sin Japón),,Viajero,2024M04,,2024,4
Asia (sin Japón),,Viajero,2024M03,,2024,3
Asia (sin Japón),,Viajero,2024M02,,2024,2
Asia (sin Japón),,Viajero,2024M01,,2024,1
Asia (sin Japón),,Viajero,2023M12,,2023,12
Asia (sin Japón),,Viajero,2023M11,,2023,11
Asia (sin Japón),,Viajero,2023M10,,2023,10
Asia (sin Japón),,Viajero,2023M09,,2023,9
Asia (sin Japón),,Viajero,2023M08,,2023,8
Asia (sin Japón),,Viajero,2023M07,,2023,7
Asia (sin Japón),,Viajero,2023M06,,2023,6
Asia (sin Japón),,Viajero,2023M05,,2023,5
Asia (sin Japón),,Viajero,2023M04,,2023,4
Asia (sin Japón),,Viajero,2023M03,,2023,3
Asia (sin Japón),,Viajero,2023M02,,2023,2
Asia (sin Japón),,Viajero,2023M01,,2023,1
Asia (sin Japón),,Viajero,2022M12,,2022,12
Asia (sin Japón),,Viajero,2022M11,,2022,11
Asia (sin Japón),,Viajero,2022M10,,2022,10
Asia (sin Japón),,Viajero,2022M09,,2022,9
Asia (sin Japón),,Viajero,2022M08,,2022,8
Asia (sin Japón),,Viajero,2022M07,,2022,7
Asia (sin Japón),,Viajero,2022M06,,2022,6
Asia (sin Japón),,Viajero,2022M05,,2022,5
Asia (sin Japón),,Viajero,2022M04,,2022,4
Asia (sin Japón),,Viajero,2022M03,,2022,3
Asia (sin Japón),,Viajero,2022M02,,2022,2
Asia (sin Japón),,Viajero,2022M01,,2022,1
Asia (sin Japón),,Viajero,2021M12,,2021,12
Asia (sin Japón),,Viajero,2021M11,,2021,11
Asia (sin Japón),,Viajero,2021M10,,2021,10
Asia (sin Japón),,Viajero,2021M09,,2021,9
Asia (sin Japón),,Viajero,2021M08,,2021,8
Asia (sin Japón),,Viajero,2021M07,,2021,7
Asia (sin Japón),,Viajero,2021M06,,2021,6
Asia (sin Japón),,Viajero,2021M05,,2021,5
Asia (sin Japón),,Viajero,2021M04,,2021,4
Asia (sin Japón),,Viajero,2021M03,,2021,3
Asia (sin Japón),,Viajero,2021M02,,2021,2
Asia (sin Japón),,Viajero,2021M01,,2021,1
Asia (sin Japón),,Pernoctaciones,2025M12,,2025,12
Asia (sin Japón),,Pernoctaciones,2025M11,,2025,11
Asia (sin Japón),,Pernoctaciones,2025M10,,2025,10
Asia (sin Japón),,Pernoctaciones,2025M09,,2025,9
Asia (sin Japón),,Pernoctaciones,2025M08,,2025,8
Asia (sin Japón),,Pernoctaciones,2025M07,,2025,7
Asia (sin Japón),,Pernoctaciones,2025M06,,2025,6
Asia (sin Japón),,Pernoctaciones,2025M05,,2025,5
Asia (sin Japón),,Pernoctaciones,2025M04,,2025,4
Asia (sin Japón),,Pernoctaciones,2025M03,,2025,3
Asia (sin Japón),,Pernoctaciones,2025M02,,2025,2
Asia (sin Japón),,Pernoctaciones,2025M01,,2025,1
Asia (sin Japón),,Pernoctaciones,2024M12,,2024,12
Asia (sin Japón),,Pernoctaciones,2024M11,,2024,11
Asia (sin Japón),,Pernoctaciones,2024M10,,2024,10
Asia (sin Japón),,Pernoctaciones,2024M09,,2024,9
Asia (sin Japón),,Pernoctaciones,2024M08,,2024,8
Asia (sin Japón),,Pernoctaciones,2024M07,,2024,7
Asia (sin Japón),,Pernoctaciones,2024M06,,2024,6
Asia (sin Japón),,Pernoctaciones,2024M05,,2024,5
Asia (sin Japón),,Pernoctaciones,2024M04,,2024,4
Asia (sin Japón),,Pernoctaciones,2024M03,,2024,3
Asia (sin Japón),,Pernoctaciones,2024M02,,2024,2
Asia (sin Japón),,Pernoctaciones,2024M01,,2024,1
Asia (sin Japón),,Pernoctaciones,2023M12,,2023,12
Asia (sin Japón),,Pernoctaciones,2023M11,,2023,11
Asia (sin Japón),,Pernoctaciones,2023M10,,2023,10
Asia (sin Japón),,Pernoctaciones,2023M09,,2023,9
Asia (sin Japón),,Pernoctaciones,2023M08,,2023,8
Asia (sin Japón),,Pernoctaciones,2023M07,,2023,7
Asia (sin Japón),,Pernoctaciones,2023M06,,2023,6
Asia (sin Japón),,Pernoctaciones,2023M05,,2023,5
Asia (sin Japón),,Pernoctaciones,2023M04,,2023,4
Asia (sin Japón),,Pernoctaciones,2023M03,,2023,3
Asia (sin Japón),,Pernoctaciones,2023M02,,2023,2
Asia (sin Japón),,Pernoctaciones,2023M01,,2023,1
Asia (sin Japón),,Pernoctaciones,2022M12,,2022,12
Asia (sin Japón),,Pernoctaciones,2022M11,,2022,11
Asia (sin Japón),,Pernoctaciones,2022M10,,2022,10
Asia (sin Japón),,Pernoctaciones,2022M09,,2022,9
Asia (sin Japón),,Pernoctaciones,2022M08,,2022,8
Asia (sin Japón),,Pernoctaciones,2022M07,,2022,7
Asia (sin Japón),,Pernoctaciones,2022M06,,2022,6
Asia (sin Japón),,Pernoctaciones,2022M05,,2022,5
Asia (sin Japón),,Pernoctaciones,2022M04,,2022,4
Asia (sin Japón),,Pernoctaciones,2022M03,,2022,3
