Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2024M01;106.605
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M12;141.982
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M11;132.331
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M10;151.831
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M09;137.016
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M08;204.499
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M07;168.239
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M06;128.959
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M05;129.286
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M04;146.258
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M03;131.681
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M02;118.184
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en España;2023M01;106.402
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;71.672
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;95.723
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;163.180
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M09;206.059
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M08;231.314
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M07;199.954
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M06;170.236
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M05;182.690
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M04;152.128
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M03;98.197
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;64.786
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;56.907
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M12;67.111
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M11;87.272
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M10;154.599
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M09;185.485
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M08;213.114
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M07;185.921
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M06;155.210
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M05;160.827
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M04;135.628
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M03;107.730
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M02;64.069
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2024M01;54.801
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M12;61.744
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M11;79.558
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M10;155.938
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M09;194.401
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M08;207.790
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M07;179.415
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M06;156.764
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M05;158.791
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M04;133.924
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M03;72.932
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M02;59.081
Total Nacional;16 País Vasco;48 Bizkaia;Pernoctaciones;Total;Residentes en el Extranjero;2023M01;46.210
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M12;105.530
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M11;111.965
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M10;147.949
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M09;159.455
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M08;172.310
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M07;164.930
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M06;154.379
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M05;155.648
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M04;146.592
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M03;118.539
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M02;102.296
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2025M01;91.045
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M12;100.673
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M11;115.050
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M10;148.165
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M09;153.221
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M08;169.449
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M07;147.128
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M06;135.619
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M05;144.787
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M04;129.250
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M03;126.244
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M02;90.789
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2024M01;83.222
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M12;95.810
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M11;99.113
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M10;131.272
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M09;143.056
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M08;153.980
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M07;149.053
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M06;132.778
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M05;131.983
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M04;132.425
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M03;106.158
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M02;86.463
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;;2023M01;78.750
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M12;60.473
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M11;65.049
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M10;65.706
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M09;66.086
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M08;69.916
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M07;62.064
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M06;64.936
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M05;63.662
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M04;65.067
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M03;68.173
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M02;60.559
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2025M01;51.340
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M12;59.344
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M11;66.643
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M10;66.926
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M09;64.674
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M08;72.159
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M07;59.781
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M06;56.624
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M05;58.338
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M04;61.405
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M03;74.087
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M02;54.090
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2024M01;48.625
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M12;59.300
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M11;59.844
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M10;62.759
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M09;59.537
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M08;67.814
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M07;62.833
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M06;53.103
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M05;54.134
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M04;70.772
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M03;63.003
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M02;51.848
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en España;2023M01;47.751
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M12;45.057
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M11;46.916
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M10;82.243
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M09;93.368
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M08;102.394
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M07;102.865
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M06;89.443
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M05;91.987
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M04;81.525
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M03;50.365
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M02;41.738
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2025M01;39.705
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M12;41.329
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M11;48.406
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M10;81.239
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M09;88.546
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M08;97.289
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M07;87.347
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M06;78.996
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M05;86.449
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M04;67.844
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M03;52.156
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M02;36.699
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2024M01;34.597
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M12;36.510
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M11;39.269
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M10;68.513
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M09;83.519
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M08;86.166
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M07;86.221
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M06;79.675
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M05;77.849
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M04;61.654
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M03;43.154
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M02;34.614
Total Nacional;16 País Vasco;20 Gipuzkoa;Viajero;Total;Residentes en el Extranjero;2023M01;30.999
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M12;188.472
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M11;214.773
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M10;298.990
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M09;344.139
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M08;388.726
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M07;362.629
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M06;318.078
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M05;312.340
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M04;284.885
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M03;229.395
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M02;178.441
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2025M01;162.298
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M12;185.080
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M11;216.028
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M10;291.750
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M09;312.767
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M08;367.616
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M07;331.887
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M06;275.181
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M05;278.420
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M04;237.037
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M03;230.801
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M02;156.943
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2024M01;148.720
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M12;171.700
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M11;186.211
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M10;260.660
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M09;289.490
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M08;344.632
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M07;339.668
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M06;268.451
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M05;260.875
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M04;251.590
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M03;192.582
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M02;153.172
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;;2023M01;137.923
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M12;112.847
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M11;126.314
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M10;134.814
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M09;142.458
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M08;165.775
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M07;138.316
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M06;126.660
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M05;129.460
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M04;130.625
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M03;135.091
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M02;104.325
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2025M01;92.555
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2024M12;110.548
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2024M11;127.139
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2024M10;131.418
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2024M09;132.226
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2024M08;164.989
Total Nacional;16 País Vasco;20 Gipuzkoa;Pernoctaciones;Total;Residentes en España;2024M07;138.668
