Totales Territoriales;Provincias;Viajeros y pernoctaciones;Totales Territoriales.1;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;40 Segovia;Viajero;Total Nacional;09 Cataluña;2023M02;8,97
Total Nacional;40 Segovia;Viajero;Total Nacional;09 Cataluña;2023M01;9,93
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M12;9,62
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M11;6,1
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M10;8,35
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M09;7,78
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M08;16,3
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M07;8,08
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M06;6,68
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M05;5,74
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M04;10,25
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M03;8,64
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M02;7,83
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2025M01;8,69
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M12;7,87
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M11;6,29
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M10;8,33
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M09;7,55
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M08;15,84
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M07;8,72
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M06;7,34
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M05;6
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M04;6,67
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M03;7,82
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M02;4,89
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2024M01;7,55
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M12;7,73
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M11;5,5
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M10;8,3
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M09;5,26
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M08;12,29
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M07;7,98
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M06;5,38
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M05;4,97
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M04;8,62
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M03;5,35
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M02;4,58
Total Nacional;40 Segovia;Viajero;Total Nacional;10 Comunitat Valenciana;2023M01;5,44
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M12;1,96
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M11;2,43
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M10;2,47
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M09;2,53
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M08;1,11
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M07;1,29
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M06;1,55
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M05;1,75
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M04;1,82
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M03;2,26
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M02;3,07
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2025M01;2,66
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M12;1,85
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M11;1,83
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M10;1,61
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M09;1,8
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M08;1,48
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M07;2,01
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M06;1,65
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M05;1,49
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M04;2,09
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M03;2,14
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M02;2,62
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2024M01;2,13
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M12;2,24
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M11;1,67
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M10;1,89
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M09;1,44
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M08;1,35
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M07;1,94
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M06;1,53
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M05;1,47
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M04;1,24
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M03;1,87
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M02;2,2
Total Nacional;40 Segovia;Viajero;Total Nacional;11 Extremadura;2023M01;2,08
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M12;4,45
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M11;3,13
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M10;3,72
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M09;4,23
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M08;2,8
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M07;3,01
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M06;3,73
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M05;5,08
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M04;4,91
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M03;3,46
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M02;3,09
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2025M01;4,26
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M12;3,13
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M11;3,61
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M10;4,68
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M09;3,55
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M08;2,48
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M07;3,81
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M06;3,14
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M05;5,56
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M04;3,88
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M03;3,18
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M02;3
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2024M01;3,01
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M12;2,89
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M11;2,94
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M10;3,16
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M09;3,34
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M08;2,98
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M07;3,39
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M06;3,26
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M05;5,16
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M04;2,99
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M03;3,17
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M02;2,19
Total Nacional;40 Segovia;Viajero;Total Nacional;12 Galicia;2023M01;2,86
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M12;32,81
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M11;34,52
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M10;29,43
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M09;30,67
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M08;27,07
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M07;41,53
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M06;37,11
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M05;32,91
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M04;29,7
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M03;34,04
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M02;38,26
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2025M01;37,1
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M12;32,87
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M11;40,1
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M10;31,94
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M09;31,53
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M08;25,98
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M07;33,65
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M06;38,07
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M05;37,34
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M04;33,73
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M03;35,81
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M02;40,46
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2024M01;42,12
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M12;33,83
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M11;38,34
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M10;34,27
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M09;40,41
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M08;29,74
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M07;37,63
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M06;41,63
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M05;37,26
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M04;31,85
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M03;36,22
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M02;34,93
Total Nacional;40 Segovia;Viajero;Total Nacional;13 Madrid, Comunidad de;2023M01;35,62
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M12;1,57
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M11;3,01
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M10;1,92
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M09;3,33
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M08;5,24
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M07;3,08
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M06;3,81
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M05;1,42
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M04;1,75
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M03;2,22
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M02;1,57
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2025M01;2,11
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M12;2,63
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M11;1,76
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M10;3,73
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M09;1,86
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M08;5,79
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M07;3,75
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M06;1,81
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M05;1,15
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M04;1,93
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M03;1,8
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M02;1,31
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2024M01;1,37
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M12;2,42
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M11;1,98
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M10;2,46
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M09;1,87
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M08;3,93
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M07;2,76
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M06;2,24
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M05;1,34
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M04;1,37
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M03;0,94
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M02;1,08
Total Nacional;40 Segovia;Viajero;Total Nacional;14 Murcia, Región de;2023M01;2,13
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M12;1,51
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M11;1,12
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M10;1,06
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M09;0,95
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M08;0,9
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M07;0,81
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M06;0,96
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M05;1,92
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M04;1,73
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M03;0,98
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M02;0,83
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2025M01;1,06
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M12;1,72
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M11;1,42
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M10;1,46
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M09;0,89
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M08;0,79
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M07;0,72
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M06;0,93
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M05;0,96
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M04;1,92
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M03;1,56
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M02;0,92
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2024M01;0,56
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M12;2,16
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M11;0,99
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M10;1,22
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M09;1,05
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M08;0,46
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M07;1,03
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M06;1,41
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M05;0,78
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M04;2,27
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M03;0,81
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M02;0,71
Total Nacional;40 Segovia;Viajero;Total Nacional;15 Navarra, Comunidad Foral de;2023M01;0,64
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M12;4,6
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M11;4,1
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M10;3,81
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M09;4,5
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M08;3,8
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M07;3,92
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M06;3,7
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M05;4,04
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M04;7,16
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M03;3,87
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M02;2,33
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2025M01;3,69
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M12;5,24
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M11;3,4
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M10;3,1
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M09;4,98
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M08;3,65
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M07;3,67
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M06;3,89
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M05;4,02
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M04;5,35
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M03;4,27
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M02;3,26
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2024M01;3,21
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2023M12;4,22
Total Nacional;40 Segovia;Viajero;Total Nacional;16 País Vasco;2023M11;3,34
