Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M11;45.756
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M10;62.949
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M09;72.829
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M08;82.027
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M07;70.658
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M06;66.457
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M05;72.756
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M04;59.884
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M03;53.582
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M02;39.887
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;37.987
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;45.509
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;63.460
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;80.517
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;76.100
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;84.797
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;72.324
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;65.207
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;75.217
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;66.675
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;50.751
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;50.770
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;41.237
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;43.995
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;54.968
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;69.728
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;66.544
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;80.417
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;71.618
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;60.476
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;71.631
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;56.995
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;51.236
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;40.859
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;35.668
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M12;39.180
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M11;45.171
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M10;65.112
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M09;73.606
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M08;88.897
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M07;71.486
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M06;58.987
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M05;60.252
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M04;58.751
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M03;44.416
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M02;29.820
Total Nacional;02 Aragón;50 Zaragoza;Total;Residentes en el Extranjero;Pernoctaciones;2022M01;21.506
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2026M03;98.668
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2026M02;77.859
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2026M01;63.850
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M12;90.971
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M11;101.253
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M10;133.063
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M09;159.150
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M08;228.497
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M07;204.229
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M06;148.281
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M05;126.557
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M04;125.104
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M03;95.812
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M02;76.749
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2025M01;68.520
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M12;88.820
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M11;100.300
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M10;137.737
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M09;172.236
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M08;234.762
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M07;205.698
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M06;153.149
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M05;135.795
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M04;114.364
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M03;120.887
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M02;76.616
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2024M01;67.986
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M12;89.227
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M11;89.840
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M10;143.010
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M09;177.146
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M08;221.952
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M07;206.687
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M06;150.791
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M05;116.854
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M04;144.348
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M03;92.113
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M02;72.350
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2023M01;60.741
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M12;77.550
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M11;84.090
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M10;132.523
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M09;156.490
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M08;226.348
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M07;200.203
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M06;138.932
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M05;110.048
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M04;118.092
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M03;75.718
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M02;65.177
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Viajero;2022M01;50.991
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2026M03;174.228
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2026M02;130.432
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2026M01;117.386
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M12;165.789
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M11;182.523
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M10;246.424
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M09;323.425
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M08;550.833
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M07;451.217
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M06;275.648
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M05;231.713
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M04;234.664
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M03;177.617
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M02;132.768
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2025M01;120.618
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M12;165.790
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M11;192.813
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M10;264.773
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M09;365.295
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M08;584.340
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M07;457.010
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M06;312.030
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M05;252.457
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M04;213.113
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M03;235.322
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M02;135.722
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2024M01;123.419
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M12;172.656
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M11;166.971
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M10;286.221
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M09;364.664
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M08;567.528
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M07;480.679
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M06;304.186
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M05;219.341
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M04;293.621
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M03;168.454
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M02;128.762
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2023M01;109.756
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M12;148.630
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M11;160.837
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M10;273.286
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M09;345.282
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M08;576.911
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M07;466.064
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M06;289.514
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M05;217.564
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M04;241.887
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M03;138.106
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M02;116.352
Total Nacional;03 Asturias, Principado de;;Total;Residentes en España;Pernoctaciones;2022M01;91.380
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2026M03;14.694
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2026M02;10.105
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2026M01;10.290
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M12;11.253
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M11;15.895
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M10;36.488
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M09;58.756
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M08;58.213
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M07;51.669
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M06;56.525
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M05;51.983
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M04;33.904
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M03;15.032
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M02;10.693
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2025M01;9.458
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M12;11.890
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M11;15.202
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M10;35.939
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M09;57.508
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M08;56.818
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M07;49.895
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M06;47.921
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M05;49.157
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M04;30.685
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M03;18.628
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M02;10.754
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2024M01;11.744
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M12;10.492
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M11;14.536
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M10;36.545
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M09;59.380
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M08;53.210
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M07;49.553
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M06;52.221
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M05;48.486
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M04;28.487
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M03;13.241
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M02;8.900
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2023M01;7.329
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2022M12;8.345
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2022M11;10.322
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2022M10;28.491
Total Nacional;03 Asturias, Principado de;;Total;Residentes en el Extranjero;Viajero;2022M09;44.737
