Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Total Nacional;19 Melilla;;2024M11;2,12
Total Nacional;19 Melilla;;2024M10;2,33
Total Nacional;19 Melilla;;2024M09;2,36
Total Nacional;19 Melilla;;2024M08;2,12
Total Nacional;19 Melilla;;2024M07;2,30
Total Nacional;19 Melilla;;2024M06;2,60
Total Nacional;19 Melilla;;2024M05;2,21
Total Nacional;19 Melilla;;2024M04;2,28
Total Nacional;19 Melilla;;2024M03;2,34
Total Nacional;19 Melilla;;2024M02;2,31
Total Nacional;19 Melilla;;2024M01;2,14
Total Nacional;19 Melilla;;2023M12;2,21
Total Nacional;19 Melilla;;2023M11;2,14
Total Nacional;19 Melilla;;2023M10;2,44
Total Nacional;19 Melilla;;2023M09;2,56
Total Nacional;19 Melilla;;2023M08;2,46
Total Nacional;19 Melilla;;2023M07;2,75
Total Nacional;19 Melilla;;2023M06;2,62
Total Nacional;19 Melilla;;2023M05;2,44
Total Nacional;19 Melilla;;2023M04;2,32
Total Nacional;19 Melilla;;2023M03;2,44
Total Nacional;19 Melilla;;2023M02;2,48
Total Nacional;19 Melilla;;2023M01;1,99
Total Nacional;19 Melilla;;2022M12;2,16
Total Nacional;19 Melilla;;2022M11;2,19
Total Nacional;19 Melilla;;2022M10;2,32
Total Nacional;19 Melilla;;2022M09;2,17
Total Nacional;19 Melilla;;2022M08;2,23
Total Nacional;19 Melilla;;2022M07;2,23
Total Nacional;19 Melilla;;2022M06;2,29
Total Nacional;19 Melilla;;2022M05;2,17
Total Nacional;19 Melilla;;2022M04;2,47
Total Nacional;19 Melilla;;2022M03;2,44
Total Nacional;19 Melilla;;2022M02;2,33
Total Nacional;19 Melilla;;2022M01;2,38
